epoch,train_loss,train_acc,val_loss,val_acc
0,0.02059714113652171,0.8022236033423106,0.1282288008471609,0.02685390490268539
1,0.012829208388841249,0.8696567916580347,0.20410644752575746,0.21901946292190194
2,0.010950974094654495,0.889372280919826,0.17564075537637172,0.02044838630204484
3,0.009798944870641705,0.8983840894965818,0.38625959105960367,0.3513180586351318
